,comments,name,url
217,2,"Wicked Cool Shell Scripts, 2nd Edition",https://salttiger.com/wicked-cool-shell-scripts-2nd-edition/
218,2,"Secrets of the JavaScript Ninja, 2nd Edition",https://salttiger.com/secrets-of-the-javascript-ninja-2nd-edition/
219,2,Functional Programming in JavaScript,https://salttiger.com/functional-programming-in-javascript/
220,2,"Learning JavaScript, 3rd Edition",https://salttiger.com/learning-javascript-3rd-edition/
221,2,High-Performance Java Persistence,https://salttiger.com/high-performance-java-persistence/
222,2,2D iOS & tvOS Games by Tutorials,https://salttiger.com/2d-ios-and-tvos-games-by-tutorials/
223,2,"PHP Web Services, 2nd Edition",https://salttiger.com/php-web-services-2nd-edition/
224,2,"Think Python, 2nd Edition",https://salttiger.com/think-python-2nd-edition/
225,2,Spring Boot in Action,https://salttiger.com/spring-boot-in-action/
226,2,"Learning JavaScript, 3rd Edition, Early Release",https://salttiger.com/learning-javascript-3rd-edition-early-release/
227,2,Design Sprint,https://salttiger.com/design-sprint/
228,2,Using Flume,https://salttiger.com/using-flume/
229,2,"C in a Nutshell, 2nd Edition, Early Release",https://salttiger.com/c-in-a-nutshell-2nd-edition-early-release/
230,2,"Photoshop CC: The Missing Manual, 2nd Edition",https://salttiger.com/photoshop-cc-the-missing-manual-2nd-edition/
231,2,Minecraft Modding with Forge,https://salttiger.com/minecraft-modding-with-forge/
232,2,Data Science from Scratch,https://salttiger.com/data-science-from-scratch/
233,2,"You Don’t Know JS: ES6 & Beyond, Early Release",https://salttiger.com/you-dont-know-js-es6-beyond-early-release/
234,2,"Mastering Ext JS, 2nd Edition",https://salttiger.com/mastering-ext-js-2nd-edition/
235,2,JavaScript Application Design,https://salttiger.com/javascript-application-design/
236,2,Java 8 in Action,https://salttiger.com/java-8-in-action/
237,2,Soft Skills,https://salttiger.com/soft-skills/
238,2,Node.js in Practice,https://salttiger.com/node-js-in-practice/
239,2,iOS 8 by Tutorials,https://salttiger.com/ios-8-by-tutorials/
240,2,Lightweight Django,https://salttiger.com/lightweight-django/
241,2,"Java in a Nutshell, 6th Edition",https://salttiger.com/java-in-a-nutshell-6th-edition/
242,2,iOS 6 By Tutorials: Volume 1 + 2,https://salttiger.com/ios-6-by-tutorials/
243,2,"Modern Operating Systems, 4th Edition",https://salttiger.com/modern-operating-systems-4th-edition/
244,2,You Don’t Know JS: this & Object Prototypes,https://salttiger.com/you-dont-know-js-this-object-prototypes/
245,2,FileMaker Pro 13: The Missing Manual,https://salttiger.com/filemaker-pro-13-the-missing-manual/
246,2,"Raspberry Pi: A Quick-Start Guide, 2nd Edition",https://salttiger.com/raspberry-pi-a-quick-start-guide-2nd-edition/
247,2,WordPress: Pushing the Limits,https://salttiger.com/wordpress-pushing-the-limits/
248,2,Programming Windows Store Apps with C#,https://salttiger.com/programming-windows-store-apps-with-csharp/
249,2,Android Studio Application Development,https://salttiger.com/android-studio-application-development/
250,2,Microsoft SQL Server 2012 Internals,https://salttiger.com/microsoft-sql-server-2012-internals/
251,2,Crafting Rails 4 Applications,https://salttiger.com/crafting-rails-4-applications/
252,2,Developing Windows Store Apps with HTML5 and JavaScript,https://salttiger.com/developing-windows-store-apps-html5-javascript/
253,2,Backbone.js Cookbook,https://salttiger.com/backbone-js-cookbook/
254,2,Programming Elastic MapReduce,https://salttiger.com/programming-elastic-mapreduce/
255,2,Anonymizing Health Data,https://salttiger.com/anonymizing-health-data/
256,2,"Head First PMP, 3rd Edition",https://salttiger.com/head-first-pmp-3rd-edition/
257,2,"TCP/IP Illustrated, Volume 2: The Implementation",https://salttiger.com/tcpip-illustrated-volume-2-the-implementation/
258,2,Pro Node.js for Developers,https://salttiger.com/pro-node-js-developers/
259,2,"Theory of Fun for Game Design, 2nd Edition",https://salttiger.com/theory-fun-game-design-2nd-edition/
260,2,Real World OCaml,https://salttiger.com/real-world-ocaml/
261,2,TestNG Beginner’s Guide,https://salttiger.com/testng-beginners-guide/
262,2,Learning Metasploit Exploitation and Development,https://salttiger.com/learning-metasploit-exploitation-development/
263,2,Building Machine Learning Systems with Python,https://salttiger.com/building-machine-learning-systems-python/
264,2,Agile Data Science,https://salttiger.com/agile-data-science/
265,2,RESTful Web APIs,https://salttiger.com/restful-web-apis/
266,2,"C# in Depth, 3rd Edition",https://salttiger.com/csharp-in-depth-3rd-edition/
267,2,Pro Objective-C,https://salttiger.com/pro-objective-c/
268,2,Unity Shaders and Effects Cookbook,https://salttiger.com/unity-shaders-and-effects-cookbook/
269,2,Socket.IO Real-time Web Application Development,https://salttiger.com/socket-io-real-time-web-application-development/
270,2,Boost.Asio C++ Network Programming,https://salttiger.com/boost-asio-c-network-programming/
271,2,Android Native Development Kit Cookbook,https://salttiger.com/android-native-development-kit-cookbook/
272,2,Hadoop Beginner’s Guide,https://salttiger.com/hadoop-beginners-guide/
273,2,"Java 7 Pocket Guide, 2nd Edition",https://salttiger.com/java-7-pocket-guide-2nd-edition/
274,2,Redis in Action,https://salttiger.com/redis-in-action/
275,2,Office 2013: The Missing Manual,https://salttiger.com/office-2013-the-missing-manual/
276,2,"Linux System Programming, 2nd Edition",https://salttiger.com/linux-system-programming-2nd-edition/
277,2,Excel 2013: The Missing Manual,https://salttiger.com/excel-2013-the-missing-manual/
278,2,Understanding and Using C Pointers,https://salttiger.com/understanding-and-using-c-pointers/
279,2,Lean Analytics,https://salttiger.com/lean-analytics/
280,2,"Design Patterns in Java, 2nd Edition",https://salttiger.com/design-patterns-in-java-2nd-edition/
281,2,"Windows PowerShell Cookbook, 3rd Edition",https://salttiger.com/windows-powershell-cookbook-3rd-edition/
282,2,JavaScript Enlightenment,https://salttiger.com/javascript-enlightenment/
283,2,R Graphics Cookbook,https://salttiger.com/r-graphics-cookbook/
284,2,Node.js for PHP Developers,https://salttiger.com/node-js-for-php-developers/
285,2,2012年总结,https://salttiger.com/2012-summary/
286,2,Python for Data Analysis,https://salttiger.com/python-for-data-analysis/
287,2,Async in C# 5.0,https://salttiger.com/async-in-csharp-5-0/
288,2,Linux System Programming,https://salttiger.com/linux-system-programming/
289,2,Spring Integration in Action,https://salttiger.com/spring-integration-in-action/
290,2,"Learning PHP, MySQL, JavaScript, and CSS, 2nd Edition",https://salttiger.com/learning-php-mysql-javascript-and-css-2nd-edition/
291,2,Machine Learning in Action,https://salttiger.com/machine-learning-in-action/
292,2,Android in Practice,https://salttiger.com/android-in-practice/
293,2,Getting Started with Metro Style Apps,https://salttiger.com/getting-started-with-metro-style-apps/
294,2,"CSS: The Missing Manual, 2nd Edition",https://salttiger.com/css-the-missing-manual-2nd-edition/
295,2,"Java in a Nutshell, 5th Edition",https://salttiger.com/java-in-a-nutshell-5th-edition/
296,2,Web Performance Daybook Volume 2,https://salttiger.com/web-performance-daybook-volume-2/
297,2,"VMware Cookbook, 2nd Edition",https://salttiger.com/vmware-cookbook-2nd-edition/
298,2,Head First Web Design,https://salttiger.com/head-first-web-design/
299,2,Head First Python,https://salttiger.com/head-first-python/
300,2,Web Workers,https://salttiger.com/web-workers/
301,2,Head First PHP & MySQL,https://salttiger.com/head-first-php-mysql/
302,2,Illustrated Guide to Home Biology Experiments,https://salttiger.com/illustrated-guide-to-home-biology-experiments/
303,2,Oracle Regular Expressions Pocket Reference,https://salttiger.com/oracle-regular-expressions-pocket-reference/
304,2,"Oracle Essentials, 4th Edition",https://salttiger.com/oracle-essentials-4th-edition/
305,2,"High Performance MySQL, 3rd Edition",https://salttiger.com/high-performance-mysql-3rd-edition/
306,2,Machine Learning for Hackers,https://salttiger.com/machine-learning-for-hackers/
307,2,Introducing HTML5 Game Development,https://salttiger.com/introducing-html5-game-development/
308,2,"Managing Projects with GNU Make, 3rd Edition",https://salttiger.com/managing-projects-with-gnu-make-3rd-edition/
309,2,DNS & Bind Cookbook,https://salttiger.com/dns-bind-cookbook/
310,2,Planning and Managing Drupal Projects,https://salttiger.com/planning-and-managing-drupal-projects/
311,2,Data Analysis with Open Source Tools,https://salttiger.com/data-analysis-with-open-source-tools/
312,2,Web Database Applications with PHP and MySQL (2nd),https://salttiger.com/web-database-applications-with-php-and-mysql-2nd/
313,2,Practical JIRA Plugins,https://salttiger.com/practical-jira-plugins/
314,2,Functional Programming for Java Developers,https://salttiger.com/functional-programming-for-java-developers/
315,2,C# 3.0 Design Patterns,https://salttiger.com/c-3-0-design-patterns/
316,2,REST in Practice,https://salttiger.com/rest-in-practice/
317,2,MongoDB: The Definitive Guide (1st),https://salttiger.com/mongodb-the-definitive-guide-1st/
318,1,Functional Programming in C++,https://salttiger.com/functional-programming-in-cpp/
319,1,Serverless Applications with Node.js,https://salttiger.com/serverless-applications-with-node-js/
320,1,"Java in a Nutshell, 7th Edition",https://salttiger.com/java-in-a-nutshell-7th-edition/
321,1,Neural Networks and Deep Learning,https://salttiger.com/neural-networks-and-deep-learning/
322,1,Serious Python,https://salttiger.com/serious-python/
323,1,"Learning Swift, 3rd Edition",https://salttiger.com/learning-swift-3rd-edition/
324,1,Data Wrangling with JavaScript,https://salttiger.com/data-wrangling-with-javascript/
325,1,Network Programmability and Automation,https://salttiger.com/network-programmability-and-automation/
326,1,Deep Learning in Natural Language Processing,https://salttiger.com/deep-learning-in-natural-language-processing/
327,1,Microservices Patterns,https://salttiger.com/microservices-patterns/
328,1,iOS and macOS Performance Tuning,https://salttiger.com/ios-and-macos-performance-tuning/
329,1,Effective SQL,https://salttiger.com/effective-sql/
330,1,Programming iOS 12,https://salttiger.com/programming-ios-12/
331,1,Learning Kali Linux,https://salttiger.com/learning-kali-linux/
