,title,link,pub,rating,comments
716,Python网络编程（第3版）,https://book.douban.com/subject/26869212/,[美] Brandon Rhodes、[美] John Goerzen / 诸豪文 / 人民邮电出版社 / 2016-9 / 79.00元,8.9,62
717,艾伦·图灵传,https://book.douban.com/subject/27104158/,[英]安德鲁·霍奇斯 / 孙天齐 / 湖南科学技术出版社 / 2017-8 / 78.00元,8.5,62
718,概率论基础教程（原书第9版）,https://book.douban.com/subject/25813568/,（美）Sheldon M. Ross / 童行伟、梁宝生 / 机械工业出版社 / 2014-1 / 69.00,9.5,61
719,灰帽黑客,https://book.douban.com/subject/20256840/,[美]Allen Harper、[美]Shon Harris / 杨明军、韩智文、程文俊 / 清华大学出版社 / 2012-11 / 79.80元,7.9,61
720,编译原理 技术与工具,https://book.douban.com/subject/1231687/,美.阿霍 / 人民邮电出版社 / 2002-2 / 63.00元,9.4,61
721,软件架构设计,https://book.douban.com/subject/30443578/,余春龙 / 电子工业出版社 / 2019-2 / 79,9.1,61
722,Kotlin核心编程,https://book.douban.com/subject/33419618/,水滴技术团队 / 机械工业出版社 / 2019-4-15 / 89.00元,9.1,60
723,The Design and Evolution of C++,https://book.douban.com/subject/1456860/,Bjarne Stroustrup / Addison-Wesley Professional / 1994-4-8 / USD 69.99,8.5,60
724,代码阅读,https://book.douban.com/subject/11509671/,季奥米季斯·斯宾耐立思(Diomidis Spinellis) / 左飞、吴跃、杨宁 / 电子工业出版社 / 2012-8 / 79.00元,7.4,59
725,分布式系统,https://book.douban.com/subject/21624776/,（英）George Coulouris、Jean Dollimore、Tim Kindberg、Gordon Blair / 金蓓弘、马应龙 / 机械工业出版社 / 2013-3 / 128.00元,8.1,59
726,编译原理,https://book.douban.com/subject/5416783/,Alfred V. Aho、Monica S. Lam、Ravi Sethi、Jeffrey D. Ullman / 机械工业出版社 / 2011-1 / 78.00元,9.1,59
727,生产微服务,https://book.douban.com/subject/27127050/,【美】Susan J. Fowler（苏珊 J. 福勒） / 薛命灯 / 电子工业出版社 / 2017-9 / 55.00,7.9,58
728,Word实战技巧精粹,https://book.douban.com/subject/3154337/,Excel Home / 人民邮电出版社 / 2008-8 / 59.00元,8.7,58
729,Streaming Systems,https://book.douban.com/subject/27080632/,Tyler Akidau、Slava Chernyak、Reuven Lax / O'Reilly Media / 2017-10-25 / USD 39.99,8.9,58
730,深度学习推荐系统,https://book.douban.com/subject/35013197/,王喆 / 电子工业出版社 / 2020-3 / 108,9.1,57
731,深入浅出Vue.js,https://book.douban.com/subject/32581281/,刘博文 / 人民邮电出版社 / 2019-3 / 79.00元,8.0,57
732,后台开发：核心技术与应用实践,https://book.douban.com/subject/26850616/,徐晓鑫 / 机械工业出版社 / 2016-8-6 / 79.00元,5.6,57
733,Hacking,https://book.douban.com/subject/2584955/,Jon Erickson / No Starch Press / 2008-2-4 / USD 49.95,9.3,57
734,Principles of Computer System Design,https://book.douban.com/subject/3707841/,Jerome H. Saltzer、M. Frans Kaashoek / Morgan Kaufmann / 2009-7-7 / USD 82.95,9.5,57
735,R语言入门与实践,https://book.douban.com/subject/26808217/,[美] Garrett Grolemund / 冯凌秉 / 人民邮电出版社 / 2016-6 / 59.00元,9.2,56
736,深度探索Linux操作系统,https://book.douban.com/subject/25743846/,王柏生 / 机械工业出版社 / 2013-10-15 / 89.00,8.4,56
737,软件工程,https://book.douban.com/subject/6047742/,（美）Roger S.Pressman / 郑人杰、马素霞 / 机械工业出版社 / 2011-5 / 79.00元,8.2,56
738,信息论、推理与学习算法,https://book.douban.com/subject/1893050/,[英] David J.C. MacKay / 肖明波、席斌、许芳、王建新 / 高等教育出版社 / 2006-7 / 59.00元,8.9,56
739,CPU自制入门,https://book.douban.com/subject/25780703/,[日] 水头一寿、[日] 米泽辽、[日] 藤田裕士 / 赵谦 / 人民邮电出版社 / 2014-1 / 99.00元,7.7,56
740,算法心得：高效算法的奥秘（原书第2版）,https://book.douban.com/subject/25837031/,"（美）Henry S. Warren, Jr. / 爱飞翔 / 机械工业出版社 / 2014-3 / 89.00",8.8,55
741,Programming Rust,https://book.douban.com/subject/26616762/,Jim Blandy、Jason Orendorff / O'Reilly Media / 2016-8-25 / GBP 47.99,8.7,55
742,Java并发编程之美,https://book.douban.com/subject/30351286/,翟陆续、薛宾田 / 2018-10 / 89,8.4,55
743,反入侵的艺术——黑客入侵背后的真实故事,https://book.douban.com/subject/25962826/,"(美) 米特尼克(Mitnick, K. D.)、(美) 西蒙(Simon, W. L.) / 袁月杨、谢衡 / 清华大学出版社 / 2014-8-1 / 49.80元",7.1,54
744,"TCP/IP Illustrated, Volume 1 (2nd Edition)",https://book.douban.com/subject/3571433/,Kevin W. Fall、W. Richard Stevens / Addison-Wesley Professional / 2011-9-19 / USD 69.99,9.1,54
745,代码大全,https://book.douban.com/subject/2208626/,Steve McConnell / 金戈 / 电子工业出版社 / 2007-8 / 15.00元,8.7,54
746,老码识途,https://book.douban.com/subject/19930393/,韩宏 / 电子工业出版社 / 2012-8 / 56.00元,9.1,53
747,Systems Performance,https://book.douban.com/subject/24840375/,Brendan Gregg / Prentice Hall / 2013-10-26 / USD 64.99,8.5,53
748,C语言名题精选百则技巧篇,https://book.douban.com/subject/1400498/,冼镜光 / 机械工业出版社 / 2005-7 / 44.00元,9.0,53
749,大数据技术原理与应用（第2版）,https://book.douban.com/subject/27606713/,林子雨 / 人民邮电出版社 / 2017-2 / 49.80,8.8,53
750,Parsing Techniques,https://book.douban.com/subject/4291903/,Dick Grune、Ceriel J.H. Jacobs / Springer / 2010-2-12 / USD 109.00,9.5,53
751,图解服务器端网络架构,https://book.douban.com/subject/26369253/,[日] 宫田宽士 / 曾薇薇 / 人民邮电出版社 / 2015-4 / 79.00元,9.1,52
752,算法笔记上机训练实战指南,https://book.douban.com/subject/30162908/,胡凡、曾磊 / 机械工业出版社 / 2016-7 / 57,9.7,52
753,"Is Parallel Programming Hard, And, If So, What Can You Do About It?",https://book.douban.com/subject/6957175/,Paul E. McKenney,9.2,51
754,游戏编程入门,https://book.douban.com/subject/1435936/,莫里森 / 人民邮电出版社 / 2005-9 / 49.00元,8.6,51
755,线性代数及其应用（原书第5版）,https://book.douban.com/subject/30310517/,David C. Lay、Steven R. Lay、Judi J. McDonald / 刘深泉、张万芹、陈玉珍、包东娥、陆博 / 机械工业出版社 / 2018-7 / 79.00元,9.3,51
756,Head First Servlets&JSP（第二版·中文版）,https://book.douban.com/subject/4604858/,巴萨姆(Bryan Basham)、西拉(Kathy Sierra)、贝茨(Bert Bates) / 荆涛、林剑 等 / 中国电力出版社 / 2010-8 / 118.00元,9.2,51
757,Docker技术入门与实战 第3版,https://book.douban.com/subject/30329430/,杨保华、戴王剑、曹亚仑 / 机械工业出版社 / 2018-9-14 / 89.00元,7.0,50
758,数据结构与算法图解,https://book.douban.com/subject/33377417/,[美]杰伊•温格罗 / 袁志鹏 / 人民邮电出版社 / 2019-4 / 49.00元,8.9,49
759,算法设计手册,https://book.douban.com/subject/4048566/,斯基恩纳 / 清华大学出版社 / 2009-9 / 69.00元,9.1,49
760,Django企业开发实战,https://book.douban.com/subject/30434690/,胡阳 / 人民邮电出版社 / 2019-2 / 99.00元,7.6,49
761,人工智能 （第2版）,https://book.douban.com/subject/30286131/,[美] 史蒂芬·卢奇（Stephen Lucci）、[美]丹尼·科佩克（Danny Kopec） / 林赐 / 人民邮电出版社 / 2018-8-1 / 108,8.9,48
762,MATLAB智能算法30个案例分析,https://book.douban.com/subject/6793652/,史峰、王辉、胡斐、郁磊 / 北京航空航天大学出版社 / 2011-7-1 / 39.00元,8.0,48
763,计算几何,https://book.douban.com/subject/3893574/,邓俊辉 / 清华大学出版社 / 2009-6 / 49.00元,8.9,48
764,计算机组成（第6版）,https://book.douban.com/subject/25982323/,Andrew S. Tanenbaum、Todd Austin / 刘卫东、宋佳兴 / 机械工业出版社 / 2014-8-19 / CNY 99.00,9.2,48
765,普林斯顿计算机公开课,https://book.douban.com/subject/30200248/,Brian W. Kernighan / 刘艺、刘哲雨、吴英 / 机械工业出版社 / 2018-4 / 69.00,8.8,47
766,通灵芯片,https://book.douban.com/subject/21321691/,丹尼尔·希利斯 / 崔良沂 / 上海科学技术出版社 / 2012-12 / 17.00元,8.7,47
767,凤凰项目：一个IT运维的传奇故事（修订版）,https://book.douban.com/subject/34820436/,[美] 吉恩 • 金、[美] 凯文 • 贝尔、[美] 乔治 • 斯帕福德 / 成小留、刘　征 等 / 人民邮电出版社 / 2019-9 / 69.00元,8.9,46
768,计算机图形学,https://book.douban.com/subject/2116178/,[美]PeterShirley / 高春晓、赵清杰、张文耀 / 人民邮电出版社 / 2007-6 / 49.00元,8.6,46
769,C语言从入门到精通,https://book.douban.com/subject/4910588/,王娣//韩旭 / 清华大学 / 2010-7 / 49.80元,7.4,46
770,Understanding ECMAScript 6,https://book.douban.com/subject/26864806/,Nicholas C. Zakas / No Starch Press / 2016-9-3 / USD 34.95,9.4,45
771,逆袭大学,https://book.douban.com/subject/25837646/,贺利坚 / 人民邮电出版社 / 2014-3 / 49.00,8.4,45
772,MySQL内核：InnoDB存储引擎 卷1,https://book.douban.com/subject/25872763/,姜承尧、蒋鸿翔、饶珑辉、温正湖 / 电子工业出版社 / 2014-5 / 69.00元,8.2,45
773,精通正则表达式,https://book.douban.com/subject/11589967/,[美] Jeffrey E.F.Friedl / 余晟 / 电子工业出版社 / 2012-7 / 89.00元,9.3,45
774,Prometheus监控实战,https://book.douban.com/subject/34801408/,[澳]　詹姆斯·特恩布尔（James Turnbull）　著 / 史天、张媛、肖力 / 机械工业出版社 / 2019-8-19 / 79.00元,8.0,44
775,Java核心技术·卷 I（原书第11版）,https://book.douban.com/subject/34898994/,[美] 凯 S.霍斯特曼（Cay S.Horstmann） / 林琪、苏钰涵 / 机械工业出版社 / 2019-11-25 / 149元,9.5,44
776,每天5分钟玩转Docker容器技术,https://book.douban.com/subject/27593748/,CloudMan / 清华大学出版社 / 2017-9-16 / 49,8.5,44
777,我的第一本编程书,https://book.douban.com/subject/26826545/,［日］平山尚 / 张沈宇 / 人民邮电出版社 / 2016-7 / 79.00元,7.6,44
778,自制编译器,https://book.douban.com/subject/26806041/,[日] 青木峰郎 / 严圣逸、绝云 / 人民邮电出版社 / 2016-6 / 99.00元,7.8,43
779,应用密码学：协议、算法与C源程序（原书第2版）,https://book.douban.com/subject/25772389/,（美）Bruce Schneier / 吴世忠、祝世雄、张文政 等 / 机械工业出版社 / 2014-1 / 79.00,8.3,43
780,分析模式,https://book.douban.com/subject/4832380/,Martin Fowler / 樊东平、张路 / 机械工业出版社 / 2010年07月 / 49.00元,8.7,43
781,Java异步编程实战,https://book.douban.com/subject/34920246/,翟陆续 / 机械工业出版社 / 2019-12-12 / 79,8.2,42
782,Advances in Financial Machine Learning,https://book.douban.com/subject/27188754/,Marcos Lopez de Prado / John Wiley & Sons / 2018-2-22 / USD 50.00,8.8,42
783,高级编译器设计与实现,https://book.douban.com/subject/1400374/,（美）马其尼克/赵克佳/沈志宇 / 赵克佳、沈志宇 / 机械工业出版社 / 2005-01-01 / 75.00元,9.1,42
784,数据结构与算法：python语言实现,https://book.douban.com/subject/30323938/,迈克尔.·T·古德里奇、罗伯托·塔玛西亚、迈克尔·H·戈德瓦瑟 / 张晓、赵晓南 / 机械工业出版社 / 2018-9 / 109.00元,5.4,41
785,云计算,https://book.douban.com/subject/26425400/,[美] Thomas ERL、[英] Zaigham Mahmood、[巴西] Ricardo Puttini / 龚奕利、贺莲、胡创 / 机械工业出版社 / 2014-7 / CNY 69.00,7.3,41
786,Head First JavaScript程序设计,https://book.douban.com/subject/27120520/,［美］Eric T. Freeman、［美］ Elisabeth Robson / 袁国忠 / 人民邮电出版社 / 2017-9 / 129.00 元,9.4,41
787,python学习手册（原书第5版）,https://book.douban.com/subject/30364619/,马克·卢茨 / 机械工业出版社 / 2018-10 / 219,8.5,41
788,Practical Statistics for Data Scientists,https://book.douban.com/subject/26857653/,Bruce / O'Reilly Media / 2016-12-25 / USD 33.99,9.3,40
789,质量·软件·管理（第Ⅲ卷）,https://book.douban.com/subject/1409274/,杰拉尔德·温伯格 / 侯晓宇、李虹桥 / 清华大学出版社 / 2005-6 / 38.00元,9.2,40
790,数据通信与网络,https://book.douban.com/subject/2188086/,(美)Behrouz A.Forouzan;Sophia Chung Fegan / 吴时霖、吴永辉、吴之艳、魏霖 / 机械工业出版社 / 2007-07-01 / 79.00元,8.9,40
791,On Java 8,https://book.douban.com/subject/30217317/,Bruce Eckel,9.4,40
792,程序员进阶心法：快速突破成长瓶颈,https://book.douban.com/subject/34668487/,胡峰 / 机械工业出版社 / 2019-7-1 / 89.00,8.3,40
793,Computational Complexity,https://book.douban.com/subject/3895531/,Sanjeev Arora、Boaz Barak / Cambridge University Press / 2009-4-20 / GBP 45.99,9.4,40
794,Ghost in the Wires,https://book.douban.com/subject/6606371/,"Kevin Mitnick / Little, Brown and Company / 2011-8-15 / USD 25.99",9.0,39
795,代码2.0,https://book.douban.com/subject/30276251/,[美] 劳伦斯·莱斯格(Lawrence Lessig) / 李旭、沈伟伟 / 清华大学出版社,8.9,39
796,Introduction to the Theory of Computation,https://book.douban.com/subject/12986396/,Michael Sipser / Cengage Learning / 2012-6-27 / USD 271.95,9.2,39
797,零基础学C语言,https://book.douban.com/subject/3729201/,康莉//李宽 / 机械工业 / 2009-4 / 48.00元,7.8,38
798,高效程序员的45个习惯（修订版）,https://book.douban.com/subject/26098849/,[美] Venkat Subramaniam、[美] Andy Hunt / 钱安川、郑柯 / 人民邮电出版社 / 2014-10 / 45.00元,7.7,38
799,Distributed Systems,https://book.douban.com/subject/2343820/,Andrew S. Tanenbaum、Maarten Van Steen / Pearson / 2006-10-12 / USD 196.00,7.7,38
800,用计算的观点看世界,https://book.douban.com/subject/3691386/,郦全民 / 中山大学出版社 / 2009-3 / 28.00元,9.1,38
801,"Programming in Scala, Third Edition",https://book.douban.com/subject/26790779/,Martin Odersky、Lex Spoon、Bill Venners / Artima Press / 2016-5-10 / USD 54.95,9.4,38
802,程序员的英语,https://book.douban.com/subject/30157131/,[韩]朴栽浒、[韩]李海永 / 颜廷连 / 人民邮电出版社 / 2018-2 / 49.00元,5.5,38
803,"Introduction to Automata Theory,  Languages, and Computation",https://book.douban.com/subject/2249114/,John E. Hopcroft、Rajeev Motwani、Jeffrey D. Ullman / Addison Wesley / 2006-7-15 / USD 151.00,8.7,37
804,错觉,https://book.douban.com/subject/34892081/,[美]加里·史密斯 / 钟欣奕 / 中信出版社 / 2019-11-1 / 58.00元,7.9,37
805,黑客大曝光,https://book.douban.com/subject/25734330/,Stuart McClure、Joel Scambray、George Kurtz / 赵军、张云春、陈红松 / 清华大学出版社 / 2013-10 / 129.00元,8.2,37
806,Spring in Action,https://book.douban.com/subject/30346440/,Craig Walls / Manning Publications / 2018-9-30 / USD 47.49,8.6,37
807,自己动手实现Lua,https://book.douban.com/subject/30348061/,张秀宏 / 机械工业出版社 / 2018-1-1 / 89.00,8.9,37
808,趣学算法,https://book.douban.com/subject/27109832/,陈小玉 / 人民邮电出版社 / 2017-7-1 / 89.00元,9.0,36
809,搜索引擎技术基础,https://book.douban.com/subject/4901568/,刘奕群、马少平、洪涛 / 清华大学出版社 / 2010 / 26.00元,8.3,36
810,架构修炼之道——亿级网关、平台开放、分布式、微服务、容错等核心技术修炼实践,https://book.douban.com/subject/33389549/,王新栋 / 电子工业出版社 / 2019-3 / 79元,7.8,36
811,计算机组成与体系结构：性能设计（原书第8版）,https://book.douban.com/subject/6398113/,（美）William Stallings / 彭蔓蔓、吴强、任小西 / 机械工业出版社 / 2011-5 / 79.00元,8.5,36
812,反应式设计模式,https://book.douban.com/subject/30417742/,Roland Kuhn、Brian Hanafee、Jamie Allen / 何品、邱嘉和、王石冲、林炜翔审校 / 清华大学出版社 / 2019-1-1 / 98.00 元,7.7,36
813,知行,https://book.douban.com/subject/33463986/,刘建国 / 人民邮电出版社 / 2019-5-1 / 68元,9.3,36
814,Python Linux系统管理与自动化运维,https://book.douban.com/subject/27149544/,赖明星 / 机械工业出版社 / 2017-9-1 / 89.00元,8.4,36
815,自制搜索引擎,https://book.douban.com/subject/26681675/,[日]山田浩之、[日]末永匡 / 胡屹 / 人民邮电出版社 / 2016-1 / 39.00元,7.8,35
816,计算机视觉,https://book.douban.com/subject/10798475/,福赛斯(David A. Forsyth)、泊斯(Jean Ponce) / David A.Forsyth / 电子工业出版社 / 2012-5 / 95.00元,9.5,35
817,硅谷之火,https://book.douban.com/subject/34875818/,迈克尔·斯韦因、保罗·弗赖伯格 / 陈少芸、成小留、朱少容 / 人民邮电出版社 / 2019-10-30 / 99.00元,8.0,35
818,操作系统概念（原书第9版）,https://book.douban.com/subject/30297919/,[美] Abraham Silberschatz、Peter B. Galvin、Greg Gagne / 郑扣根、唐杰、李善平 / 机械工业出版社 / 2018-7 / 99.00,8.1,35
819,大话存储（终极版）,https://book.douban.com/subject/26325526/,张冬 / 清华大学出版社 / 2015-1 / 149.00元,7.4,34
820,人机共生：谁是不会被机器替代的人（托马斯·达文波特智能商业五部曲）,https://book.douban.com/subject/27599830/,托马斯·达文波特(Thomas H·Davenport)、茱莉娅·柯尔比(Julia Kirby) / 浙江人民出版社 / 2018-1-1 / CNY 89.90,7.7,34
821,黑客的代码,https://book.douban.com/subject/10834269/,马克·拉希诺维奇 / 钱峰 / 中国华侨出版社 / 2012-8 / 29.80元,6.2,33
822,DK遇见未来：机器人,https://book.douban.com/subject/30365193/,英国DK公司 / 北京联合出版公司 / 2018-11 / 118.00元,9.4,33
823,"Fundamentals of Computer Graphics, Fourth Edition",https://book.douban.com/subject/26868819/,Steve Marschner、Peter Shirley / A K Peters/CRC Press / 2015-12-18 / USD 123.00,9.5,33
824,Software Architecture Patterns,https://book.douban.com/subject/26797547/,Mark Richards / 2015-2,8.7,33
825,"Concepts, Techniques, and Models of Computer Programming",https://book.douban.com/subject/1782316/,Peter Van Roy、Seif Haridi / The MIT Press / 2004-2-20 / USD 78.00,8.5,32
826,计算机程序设计艺术,https://book.douban.com/subject/26681685/,Donald E. Knuth / 李伯民、范明、蒋爱军 / 人民邮电出版社 / 2016-1-1 / 198,9.5,32
827,Flask Web开发,https://book.douban.com/subject/30293851/,[美]米格尔•格林贝格 / 安道 / 人民邮电出版社 / 2018-8 / 69.00元,8.2,31
828,数学女孩4,https://book.douban.com/subject/33444625/,结城浩 / 丛熙、江志强 / 人民邮电出版社 / 2019-5 / 69.00元,8.2,30
829,Computer Vision,https://book.douban.com/subject/11613104/,Dr Simon J. D. Prince / Cambridge University Press / 2012-6-18 / USD 99.99,9.5,30
830,加密与解密（第4版）,https://book.douban.com/subject/30288807/,段钢 / 电子工业出版社 / 2018-10-1 / 198,9.0,29
831,微信小程序开发入门与实践,https://book.douban.com/subject/27661869/,雷磊 / 清华大学出版社 / 2017-4 / 69.00元,9.1,29
832,自己动手写CPU,https://book.douban.com/subject/25960657/,雷思磊 / 电子工业出版社 / 2014-9-1 / 99.00元,8.3,29
833,WPF 编程宝典,https://book.douban.com/subject/25785318/,Matthew MacDonald / 王德才 / 清华大学出版社 / 2013-8-1 / 128,8.6,29
834,漏洞战争,https://book.douban.com/subject/26830238/,林桠泉 / 电子工业出版社 / 2016-7-1 / 119.00元,9.1,29
835,DAMA数据管理知识体系指南,https://book.douban.com/subject/11511369/,DAMA International / 2012-7 / 37.00元,8.0,29
836,Python金融编程,https://book.douban.com/subject/34934076/,高顿财经研究院 / 东方出版中心 / 2020-1 / 78.00元,9.1,28
837,现代编译原理,https://book.douban.com/subject/30191414/,[美]Andrew W.Appel、[美]MaiaGinsburg / 赵克佳、黄春、沈志宇 / 人民邮电出版社 / 2018-4 / 89.00元,9.1,28
838,MySQL技术内幕（第5版）,https://book.douban.com/subject/26436525/,[美] Paul DuBois / 张雪平、何莉莉、陶虹 / 人民邮电出版社 / 2015-7 / 139.00元,8.3,28
839,RocketMQ技术内幕,https://book.douban.com/subject/30417623/,丁威、周继锋 / 机械工业出版社 / 2018-12,6.9,28
840,5G NR标准：下一代无线通信技术,https://book.douban.com/subject/33439392/,[瑞典]埃里克•达尔曼（Erik Dahlman）、斯特凡•巴克浮（Stefan Parkvall）、约翰•舍尔德（Johan Sk?ld） / 朱怀松、王剑、刘阳 / 机械工业出版社 / 2019-5-1 / 119,9.0,28
841,网络与国家,https://book.douban.com/subject/26306128/,弥尔顿·L·穆勒 (Milton L.Mueller) / 周程、鲁锐、夏雪、郑凯伦 / 上海交通大学出版社 / 2015-1-1 / 58.00,8.9,27
842,计算机不能做什么,https://book.douban.com/subject/2253565/,[美] 休伯特·德雷福斯 / 宁春岩 / 生活·读书·新知三联书店 / 1986 / 2.25元,7.6,27
843,零信任网络,https://book.douban.com/subject/34468463/,【美】埃文·吉尔曼（Evan Gilman）、【美】道格·巴斯（Doug Barth） / 奇安信身份安全实验室 / 人民邮电出版社 / 2019-7-1 / 59,7.2,27
844,Python编程之美：最佳实践指南,https://book.douban.com/subject/30314669/,【美】Kenneth Reitz（肯尼思·赖茨）、Tanya Schlusser（坦尼娅·胥卢瑟） / 夏永锋、廖邦杰 / 电子工业出版社 / 2018-9 / 89.00元,8.2,27
845,重构（第2版）,https://book.douban.com/subject/33400354/,Martin Fowler / 熊节、林从羽 / 人民邮电出版社 / 2019-5 / 99,9.2,27
846,垃圾回收算法手册：自动内存管理的艺术,https://book.douban.com/subject/26740958/,Richard Jones、Eliot Moss、Antony Hosking / 王雅光、薛迪 / 机械工业出版社 / 2016-3 / 139,8.4,26
847,编译器构造C语言描述,https://book.douban.com/subject/1453645/,费希尔 / 机械工业出版社 / 2005年7月1日 / 65.00元,7.6,26
848,The Garbage Collection Handbook,https://book.douban.com/subject/6809987/,Richard Jones、Antony Hosking、Eliot Moss / Chapman and Hall/CRC / 2011-8-17 / USD 79.95,9.8,26
849,深入理解Python特性,https://book.douban.com/subject/34262228/,[德]达恩·巴德尔 / 孙波翔 / 人民邮电出版社 / 2019-6 / 49.00元,8.1,26
850,计算机科学中的数学,https://book.douban.com/subject/33396340/,[美] Eric Lehman、[美] F. Thomson Leighton、[美] Albert R. Meyer / 唐李洋、等 / 电子工业出版社 / 2018-4 / 168.00元,8.3,26
851,被算法操控的生活,https://book.douban.com/subject/34927752/,[瑞典]大卫•萨普特（David Sumpter） / 易文波 / 湖南科学技术出版社 / 2020-1 / 59.8,5.8,26
852,Reversing,https://book.douban.com/subject/2296343/,"艾拉姆（Eilam,E.） / 韩琪、杨艳、王玉英、李娜 / 电子工业出版社 / 2007-9 / 79.00元",8.5,26
853,物联网设计,https://book.douban.com/subject/26282577/,[英] Adrian McEwen Hakim Cassimally / 张崇明 / 人民邮电出版社 / 2014-12 / 69.00元,6.9,26
854,智能风控：原理 算法与工程实践,https://book.douban.com/subject/34965827/,梅子行 / 机械工业出版社 / 2020-1-1 / 89元,8.5,25
855,深入理解Apache Dubbo与实战,https://book.douban.com/subject/34455777/,诣极、林琳 / 电子工业出版社 / 2019-7 / 79,7.6,25
856,计算机程序设计艺术,https://book.douban.com/subject/1757982/,Donald E.Knuth / 苏运霖 / 机械工业出版社 / 2006-4 / 45.00元,9.5,25
857,架构师修炼之道,https://book.douban.com/subject/34795642/,[美] Michael Keeling / 马永辉、顾昕 / 华中科技大学出版社 / 2019-8-1 / 99.90元,7.8,24
858,SSH权威指南,https://book.douban.com/subject/1241428/,（美）Daniel J.Barrett  Richard E.Silverman / 冯锐、由渊霞 / 中国电力出版社 / 2003-04-01 / 69.0,7.6,24
859,CSS权威指南（第四版）,https://book.douban.com/subject/33398314/,Eric A. Meyer、Estelle Weyl / 安道 / 中国电力出版社 / 2019-4 / 198,9.1,24
860,黑客攻防技术宝典,https://book.douban.com/subject/4225167/,Chris Anley、John Heasman、Felix Linder、Gerardo Richarte / 罗爱国、郑艳杰 / 人民邮电出版社 / 2010-1 / 79.00元,9.1,24
861,程序员代码面试指南（第2版）,https://book.douban.com/subject/30422021/,左程云 / 电子工业出版社 / 2019-1-1 / 109.00元,8.7,24
862,学习JavaScript数据结构与算法（第3版）,https://book.douban.com/subject/33441631/,[巴西]洛伊安妮·格罗纳 / 吴双、邓钢、孙晓博 等 / 人民邮电出版社 / 2019-5 / 69.00元,8.8,24
863,Microservice Patterns,https://book.douban.com/subject/26989027/,Chris Richardson / Manning / 2017-9 / GBP 38.44,9.0,23
864,编织万维网,https://book.douban.com/subject/1031060/,［英］蒂姆・伯纳斯―李、蒂姆·伯纳斯-李、马克·菲谢蒂 / 张宇宏/萧风 / 上海译文出版社 / 1999-12 / 13.0,9.5,23
865,IPFS 原理与实践,https://book.douban.com/subject/34769292/,董天一、戴嘉乐、黄禹铭 / 机械工业出版社 / 2019-7 / 89,8.9,23
866,C++ Concurrency in Action,https://book.douban.com/subject/27036085/,Mr Anthony Williams / Manning Publications / 2017-12-1 / GBP 55.99,9.5,23
867,Python爬虫开发 从入门到实战（微课版）,https://book.douban.com/subject/30348491/,谢乾坤 / 人民邮电出版社 / 2018-9-1 / 49.80,7.6,23
868,计算机导论,https://book.douban.com/subject/3419814/,诺顿 / 清华大学出版社 / 2009-1 / 49.80元,7.2,23
869,面向计算机科学的数理逻辑系统建模与推理,https://book.douban.com/subject/2178320/,哈斯 / 机械工业 / 2007-7 / 39.00元,7.1,22
870,Excel应用技巧宝典,https://book.douban.com/subject/1500027/,沃肯巴赫 / 尚红昕 / 电子工业出版社 / 2006-1 / 39.00元,7.8,22
871,精通 CSS（第3版）,https://book.douban.com/subject/30450258/,[英]安迪•巴德 - Andy Budd、[瑞典]埃米尔•比约克隆德 - Emil Björklund / 李松峰 / 人民邮电出版社 / 2019-2 / 99,7.6,22
872,Digital Design and Computer Architecture,https://book.douban.com/subject/10801996/,David Harris、Sarah Harris / 2012-8-15 / $ 101.64,9.3,22
873,Web安全攻防：渗透测试实战指南,https://book.douban.com/subject/30280378/,徐焱、李文轩、王东亚 / 电子工业出版社 / 2018-7 / 89.00元,7.9,22
874,小型智能机器人制作全攻略,https://book.douban.com/subject/24714102/,麦库姆 / 臧海波 / 2013-6 / 129.00元,8.2,22
875,情感分析：挖掘观点、情感和情绪,https://book.douban.com/subject/27591877/,[美] 刘兵（Bing Liu） / 刘康、赵军 / 机械工业出版社 / 2017-9-20 / 99.00,8.3,22
876,信息安全工程,https://book.douban.com/subject/7517408/,"([英]安德森(Anderson, R. ) / 齐宁、韩智文、刘国萍 / 清华大学出版社 / 2012-1 / 80.00元",8.2,22
