,title,link,pub,rating,comments
208,JavaScript,https://book.douban.com/subject/2994925/,Douglas Crockford / Yahoo Press / 2008-5 / GBP 23.99,9.1,532
209,Java核心技术·卷1：基础知识（原书第9版）,https://book.douban.com/subject/25762168/,（美）Cay S. Horstmann、（美）Gary Cornell / 周立新、陈波、叶乃文、邝劲筠、杜永萍 / 机械工业出版社 / 2013-11-1 / 119.00,8.3,530
210,The Little Schemer - 4th Edition,https://book.douban.com/subject/1632977/,Daniel P. Friedman、Matthias Felleisen / The MIT Press / 1995-12-21 / USD 40.00,9.3,525
211,数据挖掘导论,https://book.douban.com/subject/5377669/,Pang-Ning Tan、Michael Steinbach、Vipin Kumar / 范明、范宏建 / 人民邮电出版社 / 2010-12-10 / 69.00元,8.1,520
212,人工智能时代,https://book.douban.com/subject/26776547/,[ 美]杰瑞•卡普兰（Jerry  Kaplan） / 李盼 / 浙江人民出版社 / 2016-4-1 / CNY 59.90,7.6,519
213,决战大数据,https://book.douban.com/subject/25842420/,车品觉 / 浙江人民出版社 / 2014-3-1 / 45.9,7.3,516
214,程序是怎样跑起来的,https://book.douban.com/subject/26365491/,[日] 矢泽久雄 / 李逢俊 / 人民邮电出版社 / 2015-4 / 39.00元,8.0,510
215,测试驱动开发,https://book.douban.com/subject/1230036/,Kent Beck / 孙平平、张小龙 / 中国电力出版社 / 2004-4-1 / 28.00元,8.2,507
216,代码之美,https://book.douban.com/subject/3224524/,Grey Wilson / 聂雪军 / 机械工业出版社 / 2008年09月 / 99.00元,7.8,503
217,Deep Learning,https://book.douban.com/subject/26883982/,Ian Goodfellow、Yoshua Bengio、Aaron Courville / The MIT Press / 2016-11-11 / USD 72.00,9.3,502
218,"Introduction to Algorithms, 3rd Edition",https://book.douban.com/subject/3904676/,Thomas H. Cormen、Charles E. Leiserson、Ronald L. Rivest、Clifford Stein / The MIT Press / 2009-7-31 / USD 94.00,9.5,501
219,深度学习入门,https://book.douban.com/subject/30270959/,[ 日］  斋藤康毅 / 陆宇杰 / 人民邮电出版社 / 2018-7 / 59.00元,9.4,498
220,计算机组成原理,https://book.douban.com/subject/2994636/,唐朔飞 / 高等教育出版社 / 2008-1 / 43.00元,7.3,490
221,码农翻身,https://book.douban.com/subject/30231515/,刘欣 / 电子工业出版社 / 2018-6-1 / 69.00元,8.8,489
222,啊哈!算法,https://book.douban.com/subject/25894685/,啊哈磊 / 人民邮电出版社 / 2014-6-1 / 45.00元,7.7,488
223,计算机网络（第6版）,https://book.douban.com/subject/26176870/,[美] James F.Kurose、[美] Keith W.Ross / 陈鸣 / 机械工业出版社 / 2014-10 / 79.00元,8.9,483
224,码书,https://book.douban.com/subject/27176880/,[英] 西蒙·辛格 / 刘燕芬 / 后浪丨江西人民出版社 / 2018-3 / 68.00元,9.0,482
225,真名实姓,https://book.douban.com/subject/30396723/,[美]弗诺·文奇 / 李克勤、张羿 / 未读·文艺家 北京联合出版公司 / 2019-6 / 49.8元,8.5,480
226,程序设计实践,https://book.douban.com/subject/1173548/,[美] Brian W. Kernighan、Rob Pike / 裘宗燕 / 机械工业出版社 / 2000-8 / 20.00元,9.1,478
227,信号与系统,https://book.douban.com/subject/1062827/,[美]AlanV.Oppenh / 刘树棠 / 西安交通大学出版社 / 1998-3 / 58.00元,9.1,477
228,疯狂Java讲义,https://book.douban.com/subject/3246499/,李刚 / 电子工业出版社 / 2008-10 / 99.00元,8.0,476
229,计算机程序设计艺术（第1卷）,https://book.douban.com/subject/1130500/,[美] Donald E. Knuth / 清华大学出版社 / 2002-9 / 80.00元,9.4,476
230,计算机是怎样跑起来的,https://book.douban.com/subject/26397183/,[日] 矢泽久雄 / 胡屹 / 人民邮电出版社 / 2015-5 / 39.00元,7.5,469
231,Linux内核设计与实现(原书第3版),https://book.douban.com/subject/6097773/,Robert Love / 陈莉君、康华 / 机械工业出版社华章公司 / 2011-4-30 / 69.00元,8.6,468
232,软件开发者路线图,https://book.douban.com/subject/4924164/,Dave H. Hoover、Adewale Oshineye / 王江平 / 机械工业出版社 / 2010年9月 / 35.00元,8.4,464
233,Linux设备驱动程序,https://book.douban.com/subject/1723151/,科波特 / 魏永明、耿岳、钟书毅 / 中国电力出版社 / 2006-1-1 / 69.00元,8.7,462
234,算法竞赛入门经典,https://book.douban.com/subject/4138920/,刘汝佳 / 清华大学出版社 / 2009-11 / 24.00元,8.8,461
235,深度学习,https://book.douban.com/subject/30425822/,[美]特伦斯·谢诺夫斯基（Terrence Sejnowski） / 姜悦兵 / 中信出版集团 / 2019-2 / 88,7.5,456
236,全景探秘游戏设计艺术,https://book.douban.com/subject/4837351/,Jesse Schell / 吕阳、蒋韬、唐文 / 电子工业出版社 / 2010-6 / 69.00元,9.0,455
237,Clean Code,https://book.douban.com/subject/3032825/,Robert C. Martin / Prentice Hall / 2008-8-11 / USD 49.99,8.9,451
238,Windows核心编程(第5版),https://book.douban.com/subject/3235659/,Jeffrey Richter、Christophe Nasarre / 葛子昂、周靖、廖敏 / 清华大学出版社 / 2008-9 / 99.00元,9.2,449
239,Python神经网络编程,https://book.douban.com/subject/30192800/,[英]塔里克·拉希德（Tariq Rashid） / 林赐 / 人民邮电出版社 / 2018-4 / 69.00元,9.2,447
240,大规模分布式存储系统,https://book.douban.com/subject/25723658/,杨传辉 / 机械工业出版社 / 2013-9-1 / 59,7.8,446
241,人工智能简史,https://book.douban.com/subject/27193496/,尼克 / 人民邮电出版社 / 2017-12 / CNY 49.00,7.1,446
242,深入理解LINUX内核(第三版),https://book.douban.com/subject/2287506/,（美）博韦，西斯特 / 陈莉君;张琼声;张宏伟 / 中国电力出版社 / 2007-10-01 / 98.00元,8.7,444
243,C程序设计(第四版),https://book.douban.com/subject/4864940/,谭浩强 / 清华大学出版社 / 2010-6-1 / 33.00元,6.7,443
244,Wireshark网络分析就这么简单,https://book.douban.com/subject/26268767/,林沛满 / 人民邮电出版社 / 2014-11-6 / 39.00,8.6,442
245,密码故事,https://book.douban.com/subject/1036413/,[英] 西蒙·辛格 / 朱小蓬、林金钟 / 海南出版社 / 2001-10 / 20.00元,9.1,442
246,普林斯顿微积分读本,https://book.douban.com/subject/4926707/,班纳 / 杨爽、高璞、赵晓婷 / 人民邮电出版社 / 2011-8 / 95.00元,9.1,442
247,Java 8实战,https://book.douban.com/subject/26772632/,厄马(Raoul-Gabriel Urma)、弗斯科(Mario Fusco)、米克罗夫特(Alan Mycroft) / 陆明刚、劳佳 / 人民邮电出版社 / 2016-4-1 / CNY 79.00,9.3,441
248,Java核心技术·卷 I（原书第10版）,https://book.douban.com/subject/26880667/,[美] 凯.S.霍斯特曼（Cay S. Horstmann） / 周立新 等 / 机械工业出版社 / 2016-9 / CNY 119.00,8.3,438
249,内容算法,https://book.douban.com/subject/30199061/,闫泽华 / 中信出版社 / 2018-4-30 / 58.00元,7.4,437
250,移动浪潮,https://book.douban.com/subject/20480821/,迈克尔•塞勒 (Michael Saylor) / 邹韬 / 中信出版社 / 2013-1-1 / 59.00元,6.6,436
251,The Art of UNIX Programming,https://book.douban.com/subject/1229959/,Eric S. Raymond / Addison-Wesley / 2003-10-3 / USD 54.99,9.0,430
252,数据库系统概念,https://book.douban.com/subject/1929984/,Abraham Silberschatz、Henry F. Korth、S. Sudarshan / 杨冬青、马秀莉、唐世渭 / 机械工业 / 2006-10 / 69.50元,8.2,428
253,Orange'S:一个操作系统的实现,https://book.douban.com/subject/3735649/,于渊 / 电子工业出版社 / 2009-6 / 69.00元,8.7,424
254,算法帝国,https://book.douban.com/subject/25854872/,克里斯托弗•斯坦纳 / 李筱莹 / 人民邮电出版社 / 2014-6 / 49.00,7.2,424
255,GitHub入门与实践,https://book.douban.com/subject/26462816/,[日] 大塚弘记 / 支鹏浩、刘斌 / 人民邮电出版社 / 2015-7 / 39.00元,7.9,423
256,普林斯顿微积分读本（修订版）,https://book.douban.com/subject/26899701/,[美] Adrian Banner / 杨爽、赵晓婷、高璞 / 人民邮电出版社 / 2016-10 / 99.00元,9.6,423
257,浪潮之巅（第四版）（上下册）,https://book.douban.com/subject/33474750/,吴军 / 人民邮电出版社 / 2019-6 / 139.00元,9.1,423
258,图灵的秘密,https://book.douban.com/subject/10779604/,Charles Petzold / 杨卫东 / 人民邮电出版社 / 2012-11 / 69.00元,8.8,423
259,Unix/Linux编程实践教程,https://book.douban.com/subject/1219329/,Bruce Molay / 杨宗源、黄海涛 / 清华大学出版社 / 2004-10-1 / 56.00元,9.2,423
260,Python网络数据采集,https://book.douban.com/subject/26740503/,米切尔 (Ryan Mitchell) / 陶俊杰、陈小莉 / 人民邮电出版社 / 2016-3-1 / CNY 59.00,7.7,422
261,研究之美,https://book.douban.com/subject/7064456/,[美] Donald E. Knuth / 高博 / 电子工业出版社 / 2012-1-1 / 49.00元,8.4,420
262,第一行代码：Android（第2版）,https://book.douban.com/subject/26915433/,郭霖 / 人民邮电出版社 / 2016-12-1 / CNY 79.00,8.6,419
263,社会工程,https://book.douban.com/subject/25768304/,海德纳吉 (Christopher Hadnagy) / 陆道宏、杜娟、邱璟 / 人民邮电出版社 / 2013-12 / 59.00元,7.8,415
264,Java并发编程的艺术,https://book.douban.com/subject/26591326/,方腾飞、魏鹏、程晓明 / 机械工业出版社 / 2015-7-1 / 59.00元,7.4,414
265,HTML & CSS设计与构建网站,https://book.douban.com/subject/21338365/,[美] Jon Duckett / 刘涛、陈学敏 / 清华大学出版社 / 2013-1 / 59.80元,8.9,414
266,C语言程序设计,https://book.douban.com/subject/4279678/,K. N. King / 吕秀锋、黄倩 / 人民邮电出版社 / 2010-4-1 / 79.00元,9.3,412
267,从Paxos到Zookeeper,https://book.douban.com/subject/26292004/,倪超 / 电子工业出版社 / 2015-2-1 / 75.00元,7.7,410
268,数据密集型应用系统设计,https://book.douban.com/subject/30329536/,Martin Kleppmann / 赵军平、李三平、吕云松、耿煜 / 中国电力出版社 / 2018-9-1 / 128,9.7,408
269,穿越计算机的迷雾,https://book.douban.com/subject/5432475/,李忠 / 电子工业出版社 / 2011-1 / 36.00元,8.9,407
270,Google软件测试之道,https://book.douban.com/subject/25742200/,James A. Whittaker、Jason Arbon、Jeff Carollo / 黄利、李中杰、薛明 / 人民邮电出版社 / 2013-10 / 59.00元,8.2,406
271,编写可维护的JavaScript,https://book.douban.com/subject/21792530/,扎卡斯 / 李晶、郭凯、张散集 / 人民邮电出版社 / 2013-4 / 55.00元,8.2,406
272,高性能网站建设进阶指南,https://book.douban.com/subject/4719162/,Steve Souders / 口碑网前端团队 / 电子工业出版社 / 2010年4月 / 49.80元,8.9,402
273,JavaScript设计模式与开发实践,https://book.douban.com/subject/26382780/,曾探 / 人民邮电出版社 / 2015-5 / 59.00元,9.0,402
274,Vim实用技巧,https://book.douban.com/subject/25869486/,[英] Drew Neil / 杨源、车文隆 / 人民邮电出版社 / 2014-5-1 / 59.00元,9.2,400
275,游戏设计艺术（第2版）,https://book.douban.com/subject/26791007/,【美】 Jesse Schell（杰西•谢尔） / 刘嘉俊 等 / 电子工业出版社 / 2016-4-1 / 168.00元,9.2,400
276,JavaScript语言精粹,https://book.douban.com/subject/11874748/,道格拉斯•克罗克福德 (Douglas Crockford) / 赵泽欣、鄢学鹍 / 电子工业出版社 / 2012-9-1 / 49.00元,9.1,399
277,Hands-On Machine Learning with Scikit-Learn and TensorFlow,https://book.douban.com/subject/26840215/,Aurélien Géron / O'Reilly Media / 2017-1-25 / USD 49.99,9.2,396
278,持续交付,https://book.douban.com/subject/6862062/,Jez Humble、David Farley / 乔梁 / 人民邮电出版社 / 2011-10 / 89.00元,8.7,390
279,Redis实战,https://book.douban.com/subject/26612779/,Josiah L. Carlson / 黄健宏 / 人民邮电出版社 / 2015-10,8.0,388
280,Code,https://book.douban.com/subject/1494026/,Charles Petzold / Microsoft Press / 2000-10-21 / USD 29.99,9.5,384
281,UNIX环境高级编程,https://book.douban.com/subject/1092099/,W.Richard Stevens / 尤晋元 / 机械工业出版社 / 2000-2-1 / 55.00元,9.2,384
282,Algorithms,https://book.douban.com/subject/1996256/,Sanjoy Dasgupta、Christos H. Papadimitriou、Umesh Vazirani / McGraw-Hill Education / 2006-10-16 / GBP 30.99,9.4,381
283,数学女孩,https://book.douban.com/subject/26677354/,[日]结城浩 / 朱一飞 / 人民邮电出版社 / 2016-1-1 / CNY 42.00,8.9,378
284,编写高质量代码：改善Python程序的91个建议,https://book.douban.com/subject/25910544/,张颖、赖勇浩 / 机械工业出版社 / 2014-6 / 59.00元,7.4,378
285,正则表达式必知必会,https://book.douban.com/subject/2269648/,Ben Forta / 杨涛、王建桥、杨晓云 / 人民邮电出版社 / 2007 / 29.00元,8.7,377
286,认知心理学及其启示,https://book.douban.com/subject/7067149/,约翰•R•安德森 / 秦裕林、程瑶、周海燕 / 人民邮电出版社 / 2012-1-1 / 88.00元,8.8,375
287,代码大全,https://book.douban.com/subject/1951158/,迈克康奈尔 / 电子工业出版社 / 2006-12 / 148.00元,9.3,373
288,MySQL技术内幕,https://book.douban.com/subject/24708143/,姜承尧 / 机械工业出版社 / 2013-5 / 79.00元,8.5,370
289,Just for Fun,https://book.douban.com/subject/1451172/,Linus Torvalds、David Diamond / HarperBusiness / 2002-6-4 / USD 14.99,8.5,369
290,UNIX网络编程 卷1：套接字联网API（第3版）,https://book.douban.com/subject/4859464/,W.Richard Stevens、Bill Fenner、Andrew M. Rudoff / 杨继张 / 人民邮电出版社 / 2010-6 / 129.00元,9.2,369
291,如何求解问题,https://book.douban.com/subject/1232071/,Zbigniew Michalewicz、David B.Fogel / 曹宏庆 / 中国水利水电出版社 / 2003-2-1 / 35.00元,8.7,364
292,软件测试,https://book.douban.com/subject/1801050/,[美]Ron Patton / 张小松、王珏、曹跃 / 机械工业出版社 / 2006-4 / 30.00元,7.8,361
293,改变未来的九大算法,https://book.douban.com/subject/24529132/,[美] 约翰.麦考密克 / 管策 / 中信出版社 / 2013-6 / 39.00元,7.8,357
294,人件（原书第3版）,https://book.douban.com/subject/25956450/,[美] Tom DeMarco、[美] Timothy Lister / 肖然、张逸、滕云 / 机械工业出版社 / 2014-8 / 69.00元,8.5,355
295,系统化思维导论（银年纪念版）,https://book.douban.com/subject/1137278/,（美）杰拉尔德·温伯格 / 张佐、万起光、董菁 / 清华大学出版社 / 2003-1 / 29.80元,8.5,354
296,Excel应用大全,https://book.douban.com/subject/2728627/,Excel Home / 人民邮电出版社 / 2008-3 / 88.00元,9.0,352
297,世界是数字的,https://book.douban.com/subject/24749903/,[美] Brian W. Kernighan / 李松峰、徐建刚 / 人民邮电出版社 / 2013-6 / 49.00,8.4,352
298,Learn You a Haskell for Great Good!,https://book.douban.com/subject/4934481/,Miran Lipovaca / No Starch Press / 2010 / USD 44.95,9.1,351
299,UNIX环境高级编程（第3版）,https://book.douban.com/subject/25900403/,史蒂文斯 (W.Richard Stevens)、拉戈 (Stephen A.Rago) / 戚正伟、张亚英、尤晋元 / 人民邮电出版社 / 2014-6-1 / 128.00元,9.5,350
300,汇编语言(第3版),https://book.douban.com/subject/25726019/,王爽 / 清华大学出版社 / 2013-9 / 36.00元,9.3,349
301,CSS揭秘,https://book.douban.com/subject/26745943/,[希] Lea Verou / CSS魔法 / 人民邮电出版社 / 2016-4 / 99.00元,9.5,348
302,反欺骗的艺术,https://book.douban.com/subject/25962840/,"(美) 米特尼克(Mitnick, K. D.) / 潘爱民 / 清华大学出版社 / 2014-7-1 / 49.80元",7.7,347
303,TCP/IP详解 卷2：实现,https://book.douban.com/subject/1087767/,史蒂文斯 / 陆雪莹 / 机械工业出版社 / 2004-1 / 78.00元,9.1,347
304,体验引擎,https://book.douban.com/subject/26323699/,Tynan Sylvester / 秦彬 / 电子工业出版社 / 2015-3-1 / 79,9.4,346
305,Python 3网络爬虫开发实战,https://book.douban.com/subject/30175598/,崔庆才 / 人民邮电出版社 / 2018-4 / 99,8.9,343
306,SRE,https://book.douban.com/subject/26875239/,贝特西 拜尔 (Betsy Beyer)、等 / 孙宇聪 / 电子工业出版社 / 2016-10-1 / CNY 108.00,8.9,341
307,系统化思维导论,https://book.douban.com/subject/26298694/,[美] Gerald M. Weinberg / 王海鹏 / 人民邮电出版社 / 2015-1 / 59.00元,8.4,341
308,高等代数简明教程（上册）,https://book.douban.com/subject/1231162/,蓝以中 / 北京大学出版社 / 2007-7 / 20.00元,9.3,339
309,科学的极致：漫谈人工智能,https://book.douban.com/subject/26546914/,集智俱乐部 / 人民邮电出版社 / 2015-7 / 49.00元,8.2,337
310,极客与团队,https://book.douban.com/subject/21372237/,[美]Brian W. Fitzpatrick/Ben Collins-Sussman / 徐旭铭 / 人民邮电出版社 / 2012-3 / 29.00元,8.3,335
311,信息规则,https://book.douban.com/subject/1011731/,[美] 卡尔・夏皮罗(Carl Shapiro)、[美] 哈尔・瓦里安(Hal Varian) / 张帆 / 中国人民大学出版社 / 2000-6 / 33.00元,9.0,334
312,Head First Servlets & JSP（中文版）,https://book.douban.com/subject/1942934/,（美）巴萨姆、（美）塞若、（美）贝茨 / 苏钰函、林剑 / 中国电力出版社 / 2006-10 / 98.00元,8.8,333
313,图解密码技术,https://book.douban.com/subject/26265544/,[日] 结城浩 / 周自恒 / 人民邮电出版社 / 2014-12 / 79.00元,9.1,332
314,游戏引擎架构,https://book.douban.com/subject/25815142/,[美] Jason Gregory (杰森.格雷戈瑞) / 叶劲峰 / 电子工业出版社 / 2014-1 / 128.00元,9.0,332
315,C++设计新思维,https://book.douban.com/subject/1119904/,(美)Andrei Alexandrescu / 侯捷、於春景 / 华中科技大学出版社 / 2003-03 / 59.80元,9.0,331
316,架构整洁之道,https://book.douban.com/subject/30333919/,【美】Robert C. Martin（罗伯特 C. 马丁） / 电子工业出版社 / 2018-9 / 99.00元,8.7,327
317,代码之髓,https://book.douban.com/subject/25927585/,[日] 西尾泰和 / 曾一鸣 / 人民邮电出版社 / 2014-8 / 45.00元,8.1,326
318,Java Concurrency in Practice,https://book.douban.com/subject/1888733/,Brian Goetz、Tim Peierls、Joshua Bloch、Joseph Bowbeer、David Holmes、Doug Lea / Addison-Wesley Professional / 2006-5-19 / USD 59.99,9.5,324
319,Spring揭秘,https://book.douban.com/subject/3897837/,王福强 / 人民邮电出版社 / 2009.8 / 99.00元,9.1,319
320,企业应用架构模式,https://book.douban.com/subject/4826290/,Martin Fowler / 王怀民、周斌 / 机械工业出版社 / 2010-4 / 59.00元,8.3,318
321,计算机科学导论,https://book.douban.com/subject/1142213/,Behrouz A.Forouzan / 刘艺 / 机械工业出版社 / 2009-1 / 30.00元,8.2,317
322,人月神话(40周年中文纪念版),https://book.douban.com/subject/26358448/,"(美) 布鲁克斯(Brooks, F. P.)  著 / UML China翻译组，汪颖 译 / 清华大学出版社 / 2015-4-1 / 68.00元",8.3,316
323,数据结构,https://book.douban.com/subject/25859528/,邓俊辉 / 清华大学出版社 / 2013-9 / 39.00元,9.3,315
324,计算机科学概论（第11版）,https://book.douban.com/subject/6862061/,J. Glenn Brookshear / 刘艺、肖成海、马小会、毛倩倩 / 人民邮电出版社 / 2011-10-1 / 69.00元,9.2,314
325,具体数学,https://book.douban.com/subject/21323941/,Ronald L.Graham、Oren Patashnik、Donald E.Knuth / 张凡、张明尧 / 人民邮电出版社 / 2013-4-1 / 99.00元,9.6,314
326,码出高效：Java开发手册,https://book.douban.com/subject/30333948/,杨冠宝、高海慧 / 电子工业出版社 / 2018-10 / 99.00元,8.3,310
327,深入理解计算机系统,https://book.douban.com/subject/1896753/,"（美）Randal E.Bryant, David R.O'Hallaron / 电子工业出版社 / 2006-7 / 89.00元",9.7,309
328,Fluent Python,https://book.douban.com/subject/26278021/,Luciano Ramalho / O'Reilly Media / 2015-8-20 / USD 39.99,9.6,309
329,The Art of Deception,https://book.douban.com/subject/1498757/,Kevin D. Mitnick / Wiley / 2003-10-17 / USD 16.95,8.2,308
330,Web性能权威指南,https://book.douban.com/subject/25856314/,Ilya Grigorik / 李松峰 / 人民邮电出版社 / 2013-9 / 69,8.8,306
331,30天自制操作系统,https://book.douban.com/subject/11530329/,[日] 川合秀实 / 周自恒、李黎明、曾祥江、张文旭 / 人民邮电出版社 / 2012-8 / 99.00元,8.3,306
332,Expert One-on-One J2EE Development without EJB中文版,https://book.douban.com/subject/1436131/,[美] Rod Johnson、Juergen Hoeller / JavaEye / 电子工业出版社 / 2005-9 / 59.80元,8.9,304
333,Go语言实战,https://book.douban.com/subject/27015617/,威廉·肯尼迪 (William Kennedy)、布赖恩·克特森 (Brian Ketelsen)、埃里克·圣马丁 (Erik St.Martin) / 李兆海 / 人民邮电出版社 / 2017-3-1 / CNY 59.00,7.7,303
334,计算机网络（第5版）,https://book.douban.com/subject/10510747/,Andrew S. Tanenbaum、David J. Wetherall / 严伟、潘爱民 / 清华大学出版社 / 2012-3-1 / 89.50元,9.1,303
335,深度探索C++对象模型,https://book.douban.com/subject/10427315/,斯坦利•B.李普曼 (Stanley B. Lippman) / 侯捷 / 电子工业出版社 / 2012-1-1 / 69.00元,9.0,301
336,Operating Systems,https://book.douban.com/subject/19973015/,Remzi Arpaci-Dusseau、Andrea Arpaci-Dusseau / Arpaci-Dusseau Books / 2018-8-29 / USD 21.00,9.7,301
337,数据库系统概念,https://book.douban.com/subject/10548379/,（美）Abraham Silberschatz、（美）Henry F.Korth、（美）S.Sudarshan / 杨冬青、李红燕、唐世渭 / 机械工业出版社 / 2012-3 / 99.00元,8.4,299
338,七周七并发模型,https://book.douban.com/subject/26337939/,Paul Butcher / 黄炎 / 人民邮电出版社 / 2015-3 / 49.00元,7.7,293
339,Go程序设计语言,https://book.douban.com/subject/27044219/,艾伦 A. A. 多诺万 / 李道兵、高博、庞向才、金鑫鑫、林齐斌 / 机械工业出版社 / 2017-5 / 79,8.8,290
340,计算机组成与设计硬件/软件接口,https://book.douban.com/subject/2110638/,[美] David A.Patterson、John L.Hennessy / 郑纬民 / 机械工业出版社 / 2007-4 / 75.00元,9.4,289
341,网络、群体与市场,https://book.douban.com/subject/6885949/,大卫·伊斯利(David Esley)、乔恩·克莱因伯格(Jon Kleinberg) / 李晓明、王卫红、杨韫利 / 清华大学出版社 / 2011-10-1 / CNY 69.00,8.7,289
342,修改代码的艺术,https://book.douban.com/subject/2248759/,Michael Feathers / 刘未鹏 / 人民邮电出版社 / 2007-09-25 / 59.00元,8.2,287
343,深入Linux内核架构,https://book.douban.com/subject/4843567/,Wolfgang Mauerer / 郭旭 / 人民邮电出版社 / 201005 / 149.00元,8.9,286
344,Design Patterns,https://book.douban.com/subject/1436745/,Erich Gamma、Richard Helm、Ralph Johnson、John Vlissides / Addison Wesley / 1994-10-31 / GBP 47.99,9.2,284
345,SQL基础教程,https://book.douban.com/subject/27055712/,MICK / 孙淼、罗勇 / 人民邮电出版社 / 2017-6-1 / CNY 79.00,8.9,284
346,The Go Programming Language,https://book.douban.com/subject/26337545/,Brian W. Kernighan、Alan Donovan / Addison-Wesley Professional / 2015-11-23 / USD 39.99,9.3,283
347,CSS设计指南,https://book.douban.com/subject/23123255/,史密斯 / 李松峰 / 人民邮电出版社 / 2013-5 / 59.00元,8.8,282
348,Effective Modern C++,https://book.douban.com/subject/25923597/,Scott Meyers / O'Reilly Media / 2014-12 / USD 49.99,9.5,281
349,Effective Java: Second Edition,https://book.douban.com/subject/2696119/,Joshua Bloch / Addison-Wesley / 2008-05-28 / USD 54.99,9.3,280
350,你不知道的JavaScript（中卷）,https://book.douban.com/subject/26854244/,[美] Kyle Simpson / 单业、姜南 / 人民邮电出版社 / 2016-8 / 79.00元,8.8,277
351,挑战程序设计竞赛,https://book.douban.com/subject/24749842/,[日]秋叶拓哉、[日]岩田阳一、[日]北川宜稔 / 巫泽俊、庄俊元、李津羽 / 人民邮电出版社 / 2013-7-1 / CNY 79.00,9.0,276
352,编码宝典,https://book.douban.com/subject/27077159/,[美] 尼尔·斯蒂芬森 / 刘思含、韩阳 / 新星出版社 / 2017-8 / 168.00元,8.8,275
353,深入理解计算机系统（英文版·第2版）,https://book.douban.com/subject/5407246/,[美] Randal E. Bryant、[美] David R. O'Hallaron / 机械工业出版社 / 2011-1 / 128.00元,9.8,271
354,Python Cookbook 中文版，第 3 版,https://book.douban.com/subject/26381341/,David M. Beazley、Brian K. Jones / 陈舸 / 人民邮电出版社 / 2015-5-1 / 108.00元,9.3,271
355,数字乌托邦,https://book.douban.com/subject/21632268/,[美]弗雷德·特纳 / 张行舟、王芳、叶富华、余倩 / 译言·东西文库／电子工业出版社 / 2013-5-1 / 49.80元,7.6,271
356,掘金黑客,https://book.douban.com/subject/19975498/,［美］凯文·保尔森 / 王军、王凯 / 译言·东西文库／电子工业出版社 / 2012-10-20 / 49.00元,7.6,270
357,Redis开发与运维,https://book.douban.com/subject/26971561/,付磊、张益军 / 机械工业出版社 / 2017-3-1 / 89.00,8.9,270
358,因计算机而强大,https://book.douban.com/subject/30418117/,[美]西摩 佩珀特 Seymour Papert / 梁栋 / 新星出版社 / 2019-1 / 38,8.6,269
359,深入理解ES6,https://book.douban.com/subject/27072230/,【美】Nicholas C. Zakas / 刘振涛 / 电子工业出版社 / 2017-7-1 / CNY 99.00,9.3,266
360,The Art of Readable Code,https://book.douban.com/subject/5442971/,Dustin Boswell、Trevor Foucher / O'Reilly Media / 2011-10-8 / USD 34.99,8.6,266
361,Java语言程序设计,https://book.douban.com/subject/6529833/,（美）  Y. Daniel Liang / 李娜 / 机械工业出版社 / 2011-6 / 75.00元,8.7,266
362,信息检索导论,https://book.douban.com/subject/5252170/,Christopher D.Manning、Hinrich Schütze、Prabhakar Raghavan / 王斌 / 人民邮电出版社 / 2010-8 / 69.00元,9.1,264
363,Pro Git (Second Edition),https://book.douban.com/subject/26208470/,Scott Chacon、Ben Straub / Apress / 2014-11-9 / USD 59.99,9.2,264
364,鸟哥的Linux私房菜,https://book.douban.com/subject/10794788/,鸟哥 / 机械工业出版社 / 2012-7 / 108.00元,8.8,264
365,设计模式,https://book.douban.com/subject/1099305/,伽玛 / 机械工业出版社 / 2002-3-1 / 38.00元,9.4,263
366,Web前端黑客技术揭秘,https://book.douban.com/subject/20451827/,钟晨鸣、徐少培 / 电子工业出版社 / 2013-1 / 59.00元,7.6,262
367,数据结构与算法分析,https://book.douban.com/subject/3351237/,韦斯 (Mark Allen Weiss) / 冯舜玺 / 机械工业出版社 / 2009-1-1 / 55.00元,8.4,261
368,计算机网络（第7版）,https://book.douban.com/subject/26960678/,谢希仁 / 电子工业出版社 / 2017-1 / 45.00元,8.9,259
369,Algorithms,https://book.douban.com/subject/4854123/,Robert Sedgewick、Kevin Wayne / Addison-Wesley Professional / 2011-3-19 / USD 89.99,9.3,258
370,Kafka权威指南,https://book.douban.com/subject/27665114/,Neha Narkhede、Gwen Shapira、Todd Palino / 薛命灯 / 人民邮电出版社 / 2017-12-26 / 69.00元,8.7,258
371,程序开发心理学,https://book.douban.com/subject/1141154/,（美）杰拉尔德·温伯格 / 邓俊辉 / 清华大学出版社 / 2004-1-1 / 39.00元,8.3,257
372,网络经济的十种策略,https://book.douban.com/subject/1059824/,[美] 凯文·凯利 / 肖华敬/任平 / 广州出版社 / 2000-06 / 26.00元,8.6,257
373,数据结构（C语言版）,https://book.douban.com/subject/24699581/,严蔚敏、吴伟民 / 清华大学出版社 / 2012-5 / 29.00元,6.4,256
374,深入解析Windows操作系统,https://book.douban.com/subject/2031396/,"（美）罗斯（Russinovich,M.E.）、（美）所罗门（Solomon,D.A.） / 潘爱民 / 电子工业出版社 / 2007-4 / 99.00元",9.1,256
375,艾伦•图灵传,https://book.douban.com/subject/11541213/,（英）安德鲁·霍奇斯 / 孙天齐 / 湖南科学技术出版社 / 2012-8-1 / 68.00元,8.4,255
