id,forks,repo_name,repo_url,stars,task,watchers
681,5,pendashteh/git-recover-index,https://github.com/pendashteh/git-recover-index,22,git-reset,22
682,7,godsflaw/killallthehumans,https://github.com/godsflaw/killallthehumans,22,killall,22
683,19,TheNaoX/vimtutor,https://github.com/TheNaoX/vimtutor,21,vimtutor,21
684,10,dreamerslab/node.rmdir,https://github.com/dreamerslab/node.rmdir,20,rmdir,20
685,9,isaacs/chownr,https://github.com/isaacs/chownr,19,chown,19
686,2,alexanderkyte/Wasm2CIL,https://github.com/alexanderkyte/Wasm2CIL,19,wasm2c,19
687,4,elmarb/ionice,https://github.com/elmarb/ionice,18,ionice,18
688,1,credativ/pg_backup_ctl,https://github.com/credativ/pg_backup_ctl,18,pg_ctl,18
689,13,nitrogen/nprocreg,https://github.com/nitrogen/nprocreg,17,nproc,17
690,6,shurizzle/ruby-mkfifo,https://github.com/shurizzle/ruby-mkfifo,16,mkfifo,16
691,43,SonarSource/sq-com_example_standard-sqscanner-travis,https://github.com/SonarSource/sq-com_example_standard-sqscanner-travis,16,sqsc,16
692,30,redguide/htpasswd,https://github.com/redguide/htpasswd,15,htpasswd,15
693,7,marschall/svn-diffstat,https://github.com/marschall/svn-diffstat,13,diffstat,13
694,6,TooTallNate/babel-plugin-transform-dirname-filename,https://github.com/TooTallNate/babel-plugin-transform-dirname-filename,13,dirname,13
695,4,Mange/rofi-lpass,https://github.com/Mange/rofi-lpass,13,lpass,13
696,28,openstack/salt-formula-keystone,https://github.com/openstack/salt-formula-keystone,13,salt-key,13
697,9,rgs/cherrymaint,https://github.com/rgs/cherrymaint,12,git-cherry-pick,12
698,10,Atlantis-Software/mailx,https://github.com/Atlantis-Software/mailx,12,mailx,12
699,1,mtgrosser/pdfunite,https://github.com/mtgrosser/pdfunite,12,pdfunite,12
700,8,rheit/zdbsp,https://github.com/rheit/zdbsp,12,zdb,12
701,6,abhisg/nslookup,https://github.com/abhisg/nslookup,11,nslookup,11
702,0,timoxley/pkill,https://github.com/timoxley/pkill,11,pkill,11
703,1,dchest/b2sum,https://github.com/dchest/b2sum,10,b2sum,10
704,2,ezonakiusagi/bht,https://github.com/ezonakiusagi/bht,10,badblocks,10
705,24,mit-athena/libpam-mktemp,https://github.com/mit-athena/libpam-mktemp,10,mktemp,10
706,2,aeberspaecher/pdfposter,https://github.com/aeberspaecher/pdfposter,10,pdfposter,10
707,4,tadam/Test-Mock-LWP-Dispatch,https://github.com/tadam/Test-Mock-LWP-Dispatch,9,lwp-request,9
708,6,tpn/msmtp,https://github.com/tpn/msmtp,9,msmtp,9
709,0,CNTRUN/Termux-command,https://github.com/CNTRUN/Termux-command,9,rabin2,9
710,2,jaalto/project--restricted-shell-rbash,https://github.com/jaalto/project--restricted-shell-rbash,8,rbash,8
711,0,emilbayes/wat2wasm,https://github.com/emilbayes/wat2wasm,8,wat2wasm,8
712,5,jbdemonte/node-p7zip,https://github.com/jbdemonte/node-p7zip,7,7za,7
713,1,zhiyelee/graceful-readlink,https://github.com/zhiyelee/graceful-readlink,7,readlink,7
714,5,nationbuilder/supervisord-nagios,https://github.com/nationbuilder/supervisord-nagios,7,supervisorctl,7
715,27,CyanogenMod/android_external_fsck_msdos,https://github.com/CyanogenMod/android_external_fsck_msdos,6,fsck,6
716,59,bast/git-rebase-squash-exercise,https://github.com/bast/git-rebase-squash-exercise,6,git-rebase,6
717,2,litt1e-p/LPStatusBarBackgroundColor,https://github.com/litt1e-p/LPStatusBarBackgroundColor,6,lpstat,6
718,1,textlint-rule/textlint-rule-unexpanded-acronym,https://github.com/textlint-rule/textlint-rule-unexpanded-acronym,6,unexpand,6
719,6,Python3WebSpider/IGetGet,https://github.com/Python3WebSpider/IGetGet,5,mitmdump,5
720,1,pug-php/js-phpize,https://github.com/pug-php/js-phpize,5,phpize,5
721,3,HalCanary/BitcoinGenerator,https://github.com/HalCanary/BitcoinGenerator,5,sha256sum,5
722,1,tcreech/stdbuf-osx,https://github.com/tcreech/stdbuf-osx,5,stdbuf,5
723,5,sobotklp/pycksum,https://github.com/sobotklp/pycksum,4,cksum,4
724,2,knu/fuse-convmvfs,https://github.com/knu/fuse-convmvfs,4,convmv,4
725,4,neilb/csvgrep,https://github.com/neilb/csvgrep,4,csvgrep,4
726,5,Distrotech/groff,https://github.com/Distrotech/groff,4,groff,4
727,1,fugalh/jhat,https://github.com/fugalh/jhat,4,jhat,4
728,5,boly38/mongodbdump-java-wrapper,https://github.com/boly38/mongodbdump-java-wrapper,4,mongorestore,4
729,1,Rizwan-Hasan/Hash-Checker,https://github.com/Rizwan-Hasan/Hash-Checker,4,sha512sum,4
730,0,shurizzle/ruby-stty,https://github.com/shurizzle/ruby-stty,4,stty,4
731,0,ghostgzt/7zRar,https://github.com/ghostgzt/7zRar,3,7zr,3
732,1,OfWolfAndMan/chsheets,https://github.com/OfWolfAndMan/chsheets,3,chsh,3
733,52,lukaswhite/ginit,https://github.com/lukaswhite/ginit,3,git-init,3
734,3,sj26/git-worktree-buildkite-hooks,https://github.com/sj26/git-worktree-buildkite-hooks,3,git-worktree,3
735,1,pdohara/gitinit,https://github.com/pdohara/gitinit,3,hg-init,3
736,0,lbergnehr/hg_log,https://github.com/lbergnehr/hg_log,3,hg-log,3
737,1,dennwc/inkview,https://github.com/dennwc/inkview,3,inkview,3
738,0,GuidoPollini/MuTools,https://github.com/GuidoPollini/MuTools,3,mutool,3
739,10,wkulhanek/PrintEnv,https://github.com/wkulhanek/PrintEnv,3,printenv,3
740,3,rackspace-orchestration-templates/salt-states,https://github.com/rackspace-orchestration-templates/salt-states,3,salt-call,3
741,0,maleadt/bmaptool-scan,https://github.com/maleadt/bmaptool-scan,2,bmaptool,2
742,2,chgrp/ba,https://github.com/chgrp/ba,2,chgrp,2
743,0,binario200/jenkins-job-dsl,https://github.com/binario200/jenkins-job-dsl,2,cradle-deploy,2
744,5,dionysio/csvsorter,https://github.com/dionysio/csvsorter,2,csvsort,2
745,9,lhp7895/openwrt-shadowsocksR-libev-full-20170728,https://github.com/lhp7895/openwrt-shadowsocksR-libev-full-20170728,2,git-rm,2
746,0,shortlog/shortlog.github.com,https://github.com/shortlog/shortlog.github.com,2,git-shortlog,2
747,0,fisherwise/MonoDissectorConverter,https://github.com/fisherwise/MonoDissectorConverter,2,monodis,2
748,2,johno/rails_pg_restore,https://github.com/johno/rails_pg_restore,2,pg_restore,2
749,21,CyanogenMod/android_external_ping6,https://github.com/CyanogenMod/android_external_ping6,2,ping6,2
750,2,ColinWragg/colormvn,https://github.com/ColinWragg/colormvn,2,tput,2
751,0,gonowa/wasm-opt,https://github.com/gonowa/wasm-opt,2,wasm-opt,2
752,0,tschneidereit/gh-wasm2wat,https://github.com/tschneidereit/gh-wasm2wat,2,wasm2wat,2
753,19,zopefoundation/Products.ZCatalog,https://github.com/zopefoundation/Products.ZCatalog,2,zcat,2
754,5,ctrlcctrlv/python-atd,https://github.com/ctrlcctrlv/python-atd,1,atrm,1
755,0,gatewayapps/cradle-mssql-loader,https://github.com/gatewayapps/cradle-mssql-loader,1,cradle-sql,1
756,45,bast/git-bisect-exercise,https://github.com/bast/git-bisect-exercise,1,git-bisect,1
757,31,androidmatador/android_device_samsung_hlte-common,https://github.com/androidmatador/android_device_samsung_hlte-common,1,git-format-patch,1
758,3,Manishearth/stylo-flat,https://github.com/Manishearth/stylo-flat,1,hg-remove,1
759,0,cesarsld/HgServer,https://github.com/cesarsld/HgServer,1,hg-serve,1
760,3,ralucas/grunt-makensis,https://github.com/ralucas/grunt-makensis,1,makensis,1
761,0,lutnos/batch-scale-level-sharpen,https://github.com/lutnos/batch-scale-level-sharpen,1,ufraw-batch,1
762,3,stratosphereips/StratosphereIPS-Argus-VirtualBoxVM,https://github.com/stratosphereips/StratosphereIPS-Argus-VirtualBoxVM,1,virtualboxvm,1
763,4,electerious/zbarimg,https://github.com/electerious/zbarimg,1,zbarimg,1
764,0,wallat/ZLessCompiler,https://github.com/wallat/ZLessCompiler,1,zless,1
765,3,jakbutler/docker-calibredb,https://github.com/jakbutler/docker-calibredb,0,calibredb,0
766,0,CradlePHP/cradle-elastic,https://github.com/CradlePHP/cradle-elastic,0,cradle-elastic,0
767,1,CradlePHP/cradle-install,https://github.com/CradlePHP/cradle-install,0,cradle-install,0
768,1,CradlePHP/cradle-history,https://github.com/CradlePHP/cradle-history,0,cradle-package,0
769,0,linlexing/csvclean,https://github.com/linlexing/csvclean,0,csvclean,0
770,0,nektomk/csvcut,https://github.com/nektomk/csvcut,0,csvcut,0
771,0,racekiller/CSVFormattingTools,https://github.com/racekiller/CSVFormattingTools,0,csvformat,0
772,2,jantoniucci/logstash-filter-csvlookup,https://github.com/jantoniucci/logstash-filter-csvlookup,0,csvlook,0
773,0,SoarinSen/CSVPythonScript,https://github.com/SoarinSen/CSVPythonScript,0,csvpy,0
774,0,prudprudi/CSVStatistic,https://github.com/prudprudi/CSVStatistic,0,csvstat,0
775,0,sato11235/delusertest,https://github.com/sato11235/delusertest,0,deluser,0
776,0,Redkram/GPG-ZIP,https://github.com/Redkram/GPG-ZIP,0,gpg-zip,0
777,4,conda-forge/help2man-feedstock,https://github.com/conda-forge/help2man-feedstock,0,help2man,0
778,3,DataKind-DC/hsda_client,https://github.com/DataKind-DC/hsda_client,0,hsd-cli,0
779,0,ahutchings/logname,https://github.com/ahutchings/logname,0,logname,0
780,0,zaoqi/MinetestServer,https://github.com/zaoqi/MinetestServer,0,minetestserver,0
781,0,kindaro/numfmtF,https://github.com/kindaro/numfmtF,0,numfmt,0
782,0,fantasycool/mongo_odps_tunnel,https://github.com/fantasycool/mongo_odps_tunnel,0,odps-tunnel,0
783,0,slovichon/pathchk,https://github.com/slovichon/pathchk,0,pathchk,0
784,0,rowan84/pdfjoin,https://github.com/rowan84/pdfjoin,0,pdfjoin,0
785,3,adeveloper79/renice_kernel_CP8676_I02,https://github.com/adeveloper79/renice_kernel_CP8676_I02,0,renice,0
786,0,Lithium95/pyCheckSumCalculator,https://github.com/Lithium95/pyCheckSumCalculator,0,sha224sum,0
787,0,aerth/hashav,https://github.com/aerth/hashav,0,sha384sum,0
788,36,smuos/uname,https://github.com/smuos/uname,0,uname,0
789,0,weakish/viconf,https://github.com/weakish/viconf,0,visudo,0
790,0,lyftzeigen/WaitressReloader,https://github.com/lyftzeigen/WaitressReloader,0,waitress-serve,0
